Classification,Clustering,Classifier_Accuracy,Clustering_Accuracy,constant_threshold,correlation_threshold,resampling,feature_selection_k
Kernel SVM (poly),KMeans,0.4050632911392405,0.3227848101265823,0.7,0.9,True,32
Kernel SVM (poly),DBScan,0.4050632911392405,0.14767932489451477,0.7,0.9,True,32
Kernel SVM (rbf),KMeans,0.43881856540084385,0.3713080168776372,0.7,0.9,True,32
Kernel SVM (rbf),DBScan,0.43881856540084385,0.310126582278481,0.7,0.9,True,32
Kernel SVM (sigmoid),KMeans,0.4177215189873418,0.310126582278481,0.7,0.9,True,32
Kernel SVM (sigmoid),DBScan,0.4177215189873418,0.15611814345991562,0.7,0.9,True,32
K Nearest Neighbors,KMeans,0.4620253164556962,0.339662447257384,0.7,0.9,True,64
K Nearest Neighbors,DBScan,0.4620253164556962,0.08227848101265822,0.7,0.9,True,64
Neural Network,KMeans,0.40717299578059074,0.36075949367088606,0.7,0.9,True,64
Neural Network,DBScan,0.40717299578059074,0.2848101265822785,0.7,0.9,True,64
Random Forest,KMeans,0.5443037974683544,0.3333333333333333,0.7,0.9,True,64
Random Forest,DBScan,0.5443037974683544,0.1371308016877637,0.7,0.9,True,64
Kernel SVM (linear),KMeans,0.419831223628692,0.36075949367088606,0.7,0.9,True,64
Kernel SVM (linear),DBScan,0.419831223628692,0.2679324894514768,0.7,0.9,True,64
Kernel SVM (poly),KMeans,0.3333333333333333,0.27637130801687765,0.7,0.9,True,64
Kernel SVM (poly),DBScan,0.3333333333333333,0.19831223628691985,0.7,0.9,True,64
Kernel SVM (rbf),KMeans,0.3628691983122363,0.33544303797468356,0.7,0.9,True,64
Kernel SVM (rbf),DBScan,0.3628691983122363,0.28481012658227844,0.7,0.9,True,64
Kernel SVM (sigmoid),KMeans,0.3544303797468354,0.2721518987341772,0.7,0.9,True,64
Kernel SVM (sigmoid),DBScan,0.3544303797468354,0.16666666666666666,0.7,0.9,True,64
K Nearest Neighbors,KMeans,0.379746835443038,0.25316455696202533,0.7,0.9,True,128
K Nearest Neighbors,DBScan,0.379746835443038,0.06329113924050633,0.7,0.9,True,128
Neural Network,KMeans,0.39451476793248946,0.35021097046413496,0.7,0.9,True,128
Neural Network,DBScan,0.39451476793248946,0.27848101265822783,0.7,0.9,True,128
Random Forest,KMeans,0.550632911392405,0.3523206751054852,0.7,0.9,True,128
Random Forest,DBScan,0.550632911392405,0.0949367088607595,0.7,0.9,True,128
Kernel SVM (linear),KMeans,0.4599156118143459,0.4008438818565401,0.7,0.9,True,128
Kernel SVM (linear),DBScan,0.4599156118143459,0.2911392405063291,0.7,0.9,True,128
Kernel SVM (poly),KMeans,0.36497890295358654,0.31223628691983124,0.7,0.9,True,128
Kernel SVM (poly),DBScan,0.36497890295358654,0.24894514767932488,0.7,0.9,True,128
Kernel SVM (rbf),KMeans,0.3375527426160338,0.3227848101265823,0.7,0.9,True,128
Kernel SVM (rbf),DBScan,0.3375527426160338,0.29535864978902954,0.7,0.9,True,128
Kernel SVM (sigmoid),KMeans,0.3755274261603376,0.29324894514767935,0.7,0.9,True,128
Kernel SVM (sigmoid),DBScan,0.3755274261603376,0.1371308016877637,0.7,0.9,True,128
K Nearest Neighbors,KMeans,0.3860759493670886,0.24894514767932488,0.7,0.9,True,256
K Nearest Neighbors,DBScan,0.3860759493670886,0.056962025316455694,0.7,0.9,True,256
Neural Network,KMeans,0.3881856540084388,0.34388185654008435,0.7,0.9,True,256
Neural Network,DBScan,0.3881856540084388,0.27004219409282704,0.7,0.9,True,256
Random Forest,KMeans,0.5379746835443039,0.3227848101265823,0.7,0.9,True,256
Random Forest,DBScan,0.5379746835443039,0.08860759493670885,0.7,0.9,True,256
Kernel SVM (linear),KMeans,0.46835443037974683,0.4050632911392405,0.7,0.9,True,256
Kernel SVM (linear),DBScan,0.46835443037974683,0.2848101265822785,0.7,0.9,True,256
Kernel SVM (poly),KMeans,0.4008438818565401,0.339662447257384,0.7,0.9,True,256
Kernel SVM (poly),DBScan,0.4008438818565401,0.2468354430379747,0.7,0.9,True,256
Kernel SVM (rbf),KMeans,0.3628691983122363,0.339662447257384,0.7,0.9,True,256
Kernel SVM (rbf),DBScan,0.3628691983122363,0.2911392405063291,0.7,0.9,True,256
Kernel SVM (sigmoid),KMeans,0.3713080168776371,0.2995780590717299,0.7,0.9,True,256
Kernel SVM (sigmoid),DBScan,0.3713080168776371,0.14767932489451477,0.7,0.9,True,256
K Nearest Neighbors,KMeans,0.4746835443037975,0.3713080168776371,0.7,0.9,False,16
K Nearest Neighbors,DBScan,0.4746835443037975,0.34810126582278483,0.7,0.9,False,16
Neural Network,KMeans,0.409282700421941,0.35864978902953587,0.7,0.9,False,16
Neural Network,DBScan,0.409282700421941,0.339662447257384,0.7,0.9,False,16
Random Forest,KMeans,0.5253164556962026,0.35654008438818563,0.7,0.9,False,16
Random Forest,DBScan,0.5253164556962026,0.3375527426160338,0.7,0.9,False,16
Kernel SVM (linear),KMeans,0.4894514767932489,0.3691983122362869,0.7,0.9,False,16
Kernel SVM (linear),DBScan,0.4894514767932489,0.339662447257384,0.7,0.9,False,16
Kernel SVM (poly),KMeans,0.47890295358649787,0.34177215189873417,0.7,0.9,False,16
Kernel SVM (poly),DBScan,0.47890295358649787,0.2974683544303798,0.7,0.9,False,16
Kernel SVM (rbf),KMeans,0.5717299578059072,0.3860759493670886,0.7,0.9,False,16
Kernel SVM (rbf),DBScan,0.5717299578059072,0.3755274261603376,0.7,0.9,False,16
Kernel SVM (sigmoid),KMeans,0.5042194092827005,0.34388185654008435,0.7,0.9,False,16
Kernel SVM (sigmoid),DBScan,0.5042194092827005,0.3291139240506329,0.7,0.9,False,16
K Nearest Neighbors,KMeans,0.4620253164556962,0.3670886075949367,0.7,0.9,False,32
K Nearest Neighbors,DBScan,0.4620253164556962,0.31645569620253167,0.7,0.9,False,32
Neural Network,KMeans,0.4008438818565401,0.35864978902953587,0.7,0.9,False,32
Neural Network,DBScan,0.4008438818565401,0.3080168776371308,0.7,0.9,False,32
Random Forest,KMeans,0.5295358649789029,0.36075949367088606,0.7,0.9,False,32
Random Forest,DBScan,0.5295358649789029,0.24261603375527427,0.7,0.9,False,32
Kernel SVM (linear),KMeans,0.48101265822784817,0.3417721518987342,0.7,0.9,False,32
Kernel SVM (linear),DBScan,0.48101265822784817,0.2088607594936709,0.7,0.9,False,32
Kernel SVM (poly),KMeans,0.5168776371308017,0.3839662447257384,0.7,0.9,False,32
Kernel SVM (poly),DBScan,0.5168776371308017,0.21940928270042193,0.7,0.9,False,32
Kernel SVM (rbf),KMeans,0.5864978902953587,0.4029535864978903,0.7,0.9,False,32
Kernel SVM (rbf),DBScan,0.5864978902953587,0.2468354430379747,0.7,0.9,False,32
Kernel SVM (sigmoid),KMeans,0.5021097046413502,0.34388185654008435,0.7,0.9,False,32
Kernel SVM (sigmoid),DBScan,0.5021097046413502,0.229957805907173,0.7,0.9,False,32
K Nearest Neighbors,KMeans,0.44936708860759494,0.3755274261603376,0.7,0.9,False,64
K Nearest Neighbors,DBScan,0.44936708860759494,0.27848101265822783,0.7,0.9,False,64
Neural Network,KMeans,0.39873417721518983,0.34810126582278483,0.7,0.9,False,64
Neural Network,DBScan,0.39873417721518983,0.2911392405063291,0.7,0.9,False,64
Random Forest,KMeans,0.5611814345991561,0.3860759493670886,0.7,0.9,False,64
Random Forest,DBScan,0.5611814345991561,0.20464135021097044,0.7,0.9,False,64
Kernel SVM (linear),KMeans,0.5210970464135021,0.3691983122362869,0.7,0.9,False,64
Kernel SVM (linear),DBScan,0.5210970464135021,0.20042194092827004,0.7,0.9,False,64
Kernel SVM (poly),KMeans,0.4514767932489452,0.3375527426160338,0.7,0.9,False,64
Kernel SVM (poly),DBScan,0.4514767932489452,0.189873417721519,0.7,0.9,False,64
Kernel SVM (rbf),KMeans,0.5506329113924051,0.38396624472573837,0.7,0.9,False,64
Kernel SVM (rbf),DBScan,0.5506329113924051,0.21518987341772153,0.7,0.9,False,64
Kernel SVM (sigmoid),KMeans,0.4409282700421941,0.30801687763713076,0.7,0.9,False,64
Kernel SVM (sigmoid),DBScan,0.4409282700421941,0.1877637130801688,0.7,0.9,False,64
K Nearest Neighbors,KMeans,0.4746835443037975,0.38396624472573837,0.7,0.9,False,128
K Nearest Neighbors,DBScan,0.4746835443037975,0.25316455696202533,0.7,0.9,False,128
Neural Network,KMeans,0.3649789029535864,0.3333333333333333,0.7,0.9,False,128
Neural Network,DBScan,0.3649789029535864,0.2658227848101266,0.7,0.9,False,128
Random Forest,KMeans,0.5780590717299577,0.40717299578059074,0.7,0.9,False,128
Random Forest,DBScan,0.5780590717299577,0.1772151898734177,0.7,0.9,False,128
Kernel SVM (linear),KMeans,0.4789029535864979,0.3755274261603376,0.7,0.9,False,128
Kernel SVM (linear),DBScan,0.4789029535864979,0.2130801687763713,0.7,0.9,False,128
Kernel SVM (poly),KMeans,0.4367088607594936,0.3544303797468354,0.7,0.9,False,128
Kernel SVM (poly),DBScan,0.4367088607594936,0.18354430379746836,0.7,0.9,False,128
Kernel SVM (rbf),KMeans,0.5759493670886076,0.43248945147679324,0.7,0.9,False,128
Kernel SVM (rbf),DBScan,0.5759493670886076,0.20464135021097044,0.7,0.9,False,128
Kernel SVM (sigmoid),KMeans,0.48101265822784817,0.3375527426160338,0.7,0.9,False,128
Kernel SVM (sigmoid),DBScan,0.48101265822784817,0.1729957805907173,0.7,0.9,False,128
K Nearest Neighbors,KMeans,0.4620253164556962,0.3691983122362869,0.7,0.9,False,256
K Nearest Neighbors,DBScan,0.4620253164556962,0.2468354430379747,0.7,0.9,False,256
Neural Network,KMeans,0.4177215189873418,0.3755274261603376,0.7,0.9,False,256
Neural Network,DBScan,0.4177215189873418,0.2911392405063291,0.7,0.9,False,256
Random Forest,KMeans,0.5548523206751055,0.37974683544303794,0.7,0.9,False,256
Random Forest,DBScan,0.5548523206751055,0.16666666666666666,0.7,0.9,False,256
Kernel SVM (linear),KMeans,0.5042194092827005,0.3924050632911393,0.7,0.9,False,256
Kernel SVM (linear),DBScan,0.5042194092827005,0.2130801687763713,0.7,0.9,False,256
Kernel SVM (poly),KMeans,0.44092827004219415,0.32489451476793246,0.7,0.9,False,256
Kernel SVM (poly),DBScan,0.44092827004219415,0.16033755274261602,0.7,0.9,False,256
Kernel SVM (rbf),KMeans,0.5611814345991561,0.4113924050632911,0.7,0.9,False,256
Kernel SVM (rbf),DBScan,0.5611814345991561,0.20464135021097044,0.7,0.9,False,256
Kernel SVM (sigmoid),KMeans,0.4535864978902954,0.339662447257384,0.7,0.9,False,256
Kernel SVM (sigmoid),DBScan,0.4535864978902954,0.17932489451476794,0.7,0.9,False,256
K Nearest Neighbors,KMeans,0.4367088607594936,0.3544303797468354,0.7,1.0,True,16
K Nearest Neighbors,DBScan,0.4367088607594936,0.2848101265822785,0.7,1.0,True,16
Neural Network,KMeans,0.36075949367088606,0.34388185654008446,0.7,1.0,True,16
Neural Network,DBScan,0.36075949367088606,0.3143459915611814,0.7,1.0,True,16
Random Forest,KMeans,0.4915611814345991,0.37763713080168776,0.7,1.0,True,16
Random Forest,DBScan,0.4915611814345991,0.32489451476793246,0.7,1.0,True,16
Kernel SVM (linear),KMeans,0.4345991561181434,0.36497890295358654,0.7,1.0,True,16
Kernel SVM (linear),DBScan,0.4345991561181434,0.3333333333333333,0.7,1.0,True,16
Kernel SVM (poly),KMeans,0.3924050632911393,0.3037974683544304,0.7,1.0,True,16
Kernel SVM (poly),DBScan,0.3924050632911393,0.2552742616033756,0.7,1.0,True,16
Kernel SVM (rbf),KMeans,0.4873417721518987,0.4177215189873418,0.7,1.0,True,16
Kernel SVM (rbf),DBScan,0.4873417721518987,0.35864978902953587,0.7,1.0,True,16
Kernel SVM (sigmoid),KMeans,0.48101265822784806,0.3459915611814346,0.7,1.0,True,16
Kernel SVM (sigmoid),DBScan,0.48101265822784806,0.29957805907173,0.7,1.0,True,16
K Nearest Neighbors,KMeans,0.4367088607594936,0.2974683544303797,0.7,1.0,True,32
K Nearest Neighbors,DBScan,0.4367088607594936,0.12658227848101267,0.7,1.0,True,32
Neural Network,KMeans,0.38185654008438813,0.34388185654008435,0.7,1.0,True,32
Neural Network,DBScan,0.38185654008438813,0.2974683544303797,0.7,1.0,True,32
Random Forest,KMeans,0.5295358649789029,0.35654008438818563,0.7,1.0,True,32
Random Forest,DBScan,0.5295358649789029,0.229957805907173,0.7,1.0,True,32
Kernel SVM (linear),KMeans,0.36708860759493667,0.29324894514767935,0.7,1.0,True,32
Kernel SVM (linear),DBScan,0.36708860759493667,0.2257383966244726,0.7,1.0,True,32
Kernel SVM (poly),KMeans,0.34177215189873417,0.2805907172995781,0.7,1.0,True,32
Kernel SVM (poly),DBScan,0.34177215189873417,0.16455696202531644,0.7,1.0,True,32
Kernel SVM (rbf),KMeans,0.4409282700421941,0.3544303797468355,0.7,1.0,True,32
Kernel SVM (rbf),DBScan,0.4409282700421941,0.2995780590717299,0.7,1.0,True,32
Kernel SVM (sigmoid),KMeans,0.3924050632911393,0.310126582278481,0.7,1.0,True,32
Kernel SVM (sigmoid),DBScan,0.3924050632911393,0.15822784810126583,0.7,1.0,True,32
K Nearest Neighbors,KMeans,0.43037974683544306,0.31012658227848106,0.7,1.0,True,64
K Nearest Neighbors,DBScan,0.43037974683544306,0.08860759493670885,0.7,1.0,True,64
Neural Network,KMeans,0.37341772151898733,0.34177215189873417,0.7,1.0,True,64
Neural Network,DBScan,0.37341772151898733,0.2721518987341772,0.7,1.0,True,64
Random Forest,KMeans,0.540084388185654,0.35864978902953587,0.7,1.0,True,64
Random Forest,DBScan,0.540084388185654,0.16455696202531644,0.7,1.0,True,64
Kernel SVM (linear),KMeans,0.39873417721518994,0.33122362869198313,0.7,1.0,True,64
Kernel SVM (linear),DBScan,0.39873417721518994,0.2552742616033755,0.7,1.0,True,64
Kernel SVM (poly),KMeans,0.34810126582278483,0.2721518987341772,0.7,1.0,True,64
Kernel SVM (poly),DBScan,0.34810126582278483,0.19198312236286919,0.7,1.0,True,64
Kernel SVM (rbf),KMeans,0.470464135021097,0.39873417721518983,0.7,1.0,True,64
Kernel SVM (rbf),DBScan,0.470464135021097,0.2848101265822785,0.7,1.0,True,64
Kernel SVM (sigmoid),KMeans,0.3924050632911393,0.2911392405063291,0.7,1.0,True,64
Kernel SVM (sigmoid),DBScan,0.3924050632911393,0.14978902953586498,0.7,1.0,True,64
K Nearest Neighbors,KMeans,0.39873417721518994,0.3080168776371308,0.7,1.0,True,128
K Nearest Neighbors,DBScan,0.39873417721518994,0.06329113924050633,0.7,1.0,True,128
Neural Network,KMeans,0.3881856540084388,0.34388185654008435,0.7,1.0,True,128
Neural Network,DBScan,0.3881856540084388,0.27637130801687765,0.7,1.0,True,128
Random Forest,KMeans,0.5337552742616033,0.339662447257384,0.7,1.0,True,128
Random Forest,DBScan,0.5337552742616033,0.10126582278481011,0.7,1.0,True,128
Kernel SVM (linear),KMeans,0.4620253164556962,0.4050632911392405,0.7,1.0,True,128
Kernel SVM (linear),DBScan,0.4620253164556962,0.3037974683544304,0.7,1.0,True,128
Kernel SVM (poly),KMeans,0.39873417721518994,0.35864978902953587,0.7,1.0,True,128
Kernel SVM (poly),DBScan,0.39873417721518994,0.26160337552742613,0.7,1.0,True,128
Kernel SVM (rbf),KMeans,0.34388185654008446,0.3248945147679325,0.7,1.0,True,128
Kernel SVM (rbf),DBScan,0.34388185654008446,0.28902953586497887,0.7,1.0,True,128
Kernel SVM (sigmoid),KMeans,0.4029535864978903,0.2995780590717299,0.7,1.0,True,128
Kernel SVM (sigmoid),DBScan,0.4029535864978903,0.1329113924050633,0.7,1.0,True,128
K Nearest Neighbors,KMeans,0.3924050632911393,0.2742616033755274,0.7,1.0,True,256
K Nearest Neighbors,DBScan,0.3924050632911393,0.06329113924050633,0.7,1.0,True,256
Neural Network,KMeans,0.3755274261603376,0.339662447257384,0.7,1.0,True,256
Neural Network,DBScan,0.3755274261603376,0.25738396624472576,0.7,1.0,True,256
Random Forest,KMeans,0.518987341772152,0.3291139240506329,0.7,1.0,True,256
Random Forest,DBScan,0.518987341772152,0.07805907172995781,0.7,1.0,True,256
Kernel SVM (linear),KMeans,0.4662447257383966,0.40717299578059074,0.7,1.0,True,256
Kernel SVM (linear),DBScan,0.4662447257383966,0.2869198312236287,0.7,1.0,True,256
Kernel SVM (poly),KMeans,0.41350210970464135,0.350210970464135,0.7,1.0,True,256
Kernel SVM (poly),DBScan,0.41350210970464135,0.2721518987341772,0.7,1.0,True,256
Kernel SVM (rbf),KMeans,0.3417721518987342,0.32489451476793246,0.7,1.0,True,256
Kernel SVM (rbf),DBScan,0.3417721518987342,0.29324894514767935,0.7,1.0,True,256
Kernel SVM (sigmoid),KMeans,0.37763713080168776,0.28902953586497887,0.7,1.0,True,256
Kernel SVM (sigmoid),DBScan,0.37763713080168776,0.12658227848101267,0.7,1.0,True,256
K Nearest Neighbors,KMeans,0.46835443037974683,0.3628691983122363,0.7,1.0,False,16
K Nearest Neighbors,DBScan,0.46835443037974683,0.3291139240506329,0.7,1.0,False,16
Neural Network,KMeans,0.379746835443038,0.339662447257384,0.7,1.0,False,16
Neural Network,DBScan,0.379746835443038,0.3143459915611814,0.7,1.0,False,16
Random Forest,KMeans,0.5,0.33544303797468356,0.7,1.0,False,16
Random Forest,DBScan,0.5,0.3037974683544304,0.7,1.0,False,16
Kernel SVM (linear),KMeans,0.4367088607594936,0.3544303797468354,0.7,1.0,False,16
Kernel SVM (linear),DBScan,0.4367088607594936,0.310126582278481,0.7,1.0,False,16
Kernel SVM (poly),KMeans,0.459915611814346,0.3080168776371308,0.7,1.0,False,16
Kernel SVM (poly),DBScan,0.459915611814346,0.2974683544303798,0.7,1.0,False,16
Kernel SVM (rbf),KMeans,0.5316455696202532,0.3565400843881857,0.7,1.0,False,16
Kernel SVM (rbf),DBScan,0.5316455696202532,0.31645569620253167,0.7,1.0,False,16
Kernel SVM (sigmoid),KMeans,0.5253164556962026,0.3691983122362869,0.7,1.0,False,16
Kernel SVM (sigmoid),DBScan,0.5253164556962026,0.3523206751054852,0.7,1.0,False,16
K Nearest Neighbors,KMeans,0.4746835443037975,0.37341772151898733,0.7,1.0,False,32
K Nearest Neighbors,DBScan,0.4746835443037975,0.3037974683544304,0.7,1.0,False,32
Neural Network,KMeans,0.40928270042194087,0.35654008438818563,0.7,1.0,False,32
Neural Network,DBScan,0.40928270042194087,0.310126582278481,0.7,1.0,False,32
Random Forest,KMeans,0.5253164556962026,0.3565400843881857,0.7,1.0,False,32
Random Forest,DBScan,0.5253164556962026,0.229957805907173,0.7,1.0,False,32
Kernel SVM (linear),KMeans,0.47257383966244726,0.3333333333333333,0.7,1.0,False,32
Kernel SVM (linear),DBScan,0.47257383966244726,0.21940928270042193,0.7,1.0,False,32
Kernel SVM (poly),KMeans,0.4746835443037975,0.34810126582278483,0.7,1.0,False,32
Kernel SVM (poly),DBScan,0.4746835443037975,0.21518987341772153,0.7,1.0,False,32
Kernel SVM (rbf),KMeans,0.5654008438818566,0.3881856540084388,0.7,1.0,False,32
Kernel SVM (rbf),DBScan,0.5654008438818566,0.26371308016877637,0.7,1.0,False,32
Kernel SVM (sigmoid),KMeans,0.4873417721518987,0.3375527426160338,0.7,1.0,False,32
Kernel SVM (sigmoid),DBScan,0.4873417721518987,0.24050632911392408,0.7,1.0,False,32
K Nearest Neighbors,KMeans,0.45569620253164556,0.379746835443038,0.7,1.0,False,64
K Nearest Neighbors,DBScan,0.45569620253164556,0.2848101265822785,0.7,1.0,False,64
Neural Network,KMeans,0.44725738396624476,0.3966244725738397,0.7,1.0,False,64
Neural Network,DBScan,0.44725738396624476,0.30801687763713076,0.7,1.0,False,64
Random Forest,KMeans,0.5464135021097046,0.37763713080168776,0.7,1.0,False,64
Random Forest,DBScan,0.5464135021097046,0.19198312236286919,0.7,1.0,False,64
Kernel SVM (linear),KMeans,0.470464135021097,0.339662447257384,0.7,1.0,False,64
Kernel SVM (linear),DBScan,0.470464135021097,0.19831223628691985,0.7,1.0,False,64
Kernel SVM (poly),KMeans,0.42405063291139244,0.31645569620253167,0.7,1.0,False,64
Kernel SVM (poly),DBScan,0.42405063291139244,0.17088607594936708,0.7,1.0,False,64
Kernel SVM (rbf),KMeans,0.559071729957806,0.3881856540084388,0.7,1.0,False,64
Kernel SVM (rbf),DBScan,0.559071729957806,0.21940928270042193,0.7,1.0,False,64
Kernel SVM (sigmoid),KMeans,0.4409282700421941,0.2974683544303798,0.7,1.0,False,64
Kernel SVM (sigmoid),DBScan,0.4409282700421941,0.1729957805907173,0.7,1.0,False,64
K Nearest Neighbors,KMeans,0.4936708860759494,0.3966244725738397,0.7,1.0,False,128
K Nearest Neighbors,DBScan,0.4936708860759494,0.25949367088607594,0.7,1.0,False,128
Neural Network,KMeans,0.3776371308016877,0.34388185654008446,0.7,1.0,False,128
Neural Network,DBScan,0.3776371308016877,0.25738396624472576,0.7,1.0,False,128
Random Forest,KMeans,0.580168776371308,0.4177215189873418,0.7,1.0,False,128
Random Forest,DBScan,0.580168776371308,0.18354430379746836,0.7,1.0,False,128
Kernel SVM (linear),KMeans,0.4767932489451477,0.36497890295358654,0.7,1.0,False,128
Kernel SVM (linear),DBScan,0.4767932489451477,0.2088607594936709,0.7,1.0,False,128
Kernel SVM (poly),KMeans,0.42405063291139244,0.3270042194092827,0.7,1.0,False,128
Kernel SVM (poly),DBScan,0.42405063291139244,0.1687763713080169,0.7,1.0,False,128
Kernel SVM (rbf),KMeans,0.5569620253164557,0.4113924050632911,0.7,1.0,False,128
Kernel SVM (rbf),DBScan,0.5569620253164557,0.20253164556962022,0.7,1.0,False,128
Kernel SVM (sigmoid),KMeans,0.4261603375527427,0.3143459915611814,0.7,1.0,False,128
Kernel SVM (sigmoid),DBScan,0.4261603375527427,0.1751054852320675,0.7,1.0,False,128
K Nearest Neighbors,KMeans,0.46835443037974683,0.3755274261603376,0.7,1.0,False,256
K Nearest Neighbors,DBScan,0.46835443037974683,0.2468354430379747,0.7,1.0,False,256
Neural Network,KMeans,0.36497890295358654,0.33122362869198313,0.7,1.0,False,256
Neural Network,DBScan,0.36497890295358654,0.24472573839662445,0.7,1.0,False,256
Random Forest,KMeans,0.5611814345991561,0.37974683544303794,0.7,1.0,False,256
Random Forest,DBScan,0.5611814345991561,0.16244725738396626,0.7,1.0,False,256
Kernel SVM (linear),KMeans,0.5042194092827005,0.379746835443038,0.7,1.0,False,256
Kernel SVM (linear),DBScan,0.5042194092827005,0.2130801687763713,0.7,1.0,False,256
Kernel SVM (poly),KMeans,0.4345991561181434,0.3375527426160338,0.7,1.0,False,256
Kernel SVM (poly),DBScan,0.4345991561181434,0.19620253164556964,0.7,1.0,False,256
Kernel SVM (rbf),KMeans,0.5738396624472574,0.4261603375527426,0.7,1.0,False,256
Kernel SVM (rbf),DBScan,0.5738396624472574,0.22151898734177214,0.7,1.0,False,256
Kernel SVM (sigmoid),KMeans,0.5210970464135021,0.37341772151898733,0.7,1.0,False,256
Kernel SVM (sigmoid),DBScan,0.5210970464135021,0.1772151898734177,0.7,1.0,False,256
K Nearest Neighbors,KMeans,0.4177215189873418,0.3059071729957806,0.8,0.7,True,16
K Nearest Neighbors,DBScan,0.4177215189873418,0.24050632911392408,0.8,0.7,True,16
Neural Network,KMeans,0.3544303797468354,0.3227848101265823,0.8,0.7,True,16
Neural Network,DBScan,0.3544303797468354,0.29324894514767935,0.8,0.7,True,16
Random Forest,KMeans,0.5021097046413502,0.34388185654008446,0.8,0.7,True,16
Random Forest,DBScan,0.5021097046413502,0.310126582278481,0.8,0.7,True,16
Kernel SVM (linear),KMeans,0.41139240506329117,0.3544303797468354,0.8,0.7,True,16
Kernel SVM (linear),DBScan,0.41139240506329117,0.29324894514767935,0.8,0.7,True,16
Kernel SVM (poly),KMeans,0.35864978902953587,0.28902953586497887,0.8,0.7,True,16
Kernel SVM (poly),DBScan,0.35864978902953587,0.24472573839662448,0.8,0.7,True,16
Kernel SVM (rbf),KMeans,0.3924050632911393,0.3270042194092827,0.8,0.7,True,16
Kernel SVM (rbf),DBScan,0.3924050632911393,0.28902953586497887,0.8,0.7,True,16
Kernel SVM (sigmoid),KMeans,0.43881856540084385,0.3375527426160338,0.8,0.7,True,16
Kernel SVM (sigmoid),DBScan,0.43881856540084385,0.310126582278481,0.8,0.7,True,16
K Nearest Neighbors,KMeans,0.3924050632911393,0.25316455696202533,0.8,0.7,True,32
K Nearest Neighbors,DBScan,0.3924050632911393,0.0949367088607595,0.8,0.7,True,32
Neural Network,KMeans,0.35654008438818563,0.3248945147679325,0.8,0.7,True,32
Neural Network,DBScan,0.35654008438818563,0.27637130801687765,0.8,0.7,True,32
Random Forest,KMeans,0.5464135021097046,0.3713080168776371,0.8,0.7,True,32
Random Forest,DBScan,0.5464135021097046,0.20042194092827004,0.8,0.7,True,32
Kernel SVM (linear),KMeans,0.41139240506329117,0.32489451476793246,0.8,0.7,True,32
Kernel SVM (linear),DBScan,0.41139240506329117,0.21097046413502107,0.8,0.7,True,32
Kernel SVM (poly),KMeans,0.37341772151898733,0.29324894514767935,0.8,0.7,True,32
Kernel SVM (poly),DBScan,0.37341772151898733,0.19831223628691985,0.8,0.7,True,32
Kernel SVM (rbf),KMeans,0.3544303797468355,0.3270042194092827,0.8,0.7,True,32
Kernel SVM (rbf),DBScan,0.3544303797468355,0.270042194092827,0.8,0.7,True,32
Kernel SVM (sigmoid),KMeans,0.39873417721518994,0.2911392405063291,0.8,0.7,True,32
Kernel SVM (sigmoid),DBScan,0.39873417721518994,0.1540084388185654,0.8,0.7,True,32
K Nearest Neighbors,KMeans,0.4240506329113924,0.3122362869198312,0.8,0.7,True,64
K Nearest Neighbors,DBScan,0.4240506329113924,0.0759493670886076,0.8,0.7,True,64
Neural Network,KMeans,0.34177215189873417,0.3080168776371308,0.8,0.7,True,64
Neural Network,DBScan,0.34177215189873417,0.24050632911392408,0.8,0.7,True,64
Random Forest,KMeans,0.559071729957806,0.39873417721518983,0.8,0.7,True,64
Random Forest,DBScan,0.559071729957806,0.10548523206751055,0.8,0.7,True,64
Kernel SVM (linear),KMeans,0.4451476793248945,0.36919831223628696,0.8,0.7,True,64
Kernel SVM (linear),DBScan,0.4451476793248945,0.24894514767932488,0.8,0.7,True,64
Kernel SVM (poly),KMeans,0.3924050632911393,0.3544303797468354,0.8,0.7,True,64
Kernel SVM (poly),DBScan,0.3924050632911393,0.2869198312236287,0.8,0.7,True,64
Kernel SVM (rbf),KMeans,0.33544303797468356,0.3227848101265823,0.8,0.7,True,64
Kernel SVM (rbf),DBScan,0.33544303797468356,0.2869198312236287,0.8,0.7,True,64
Kernel SVM (sigmoid),KMeans,0.41561181434599154,0.310126582278481,0.8,0.7,True,64
Kernel SVM (sigmoid),DBScan,0.41561181434599154,0.16244725738396623,0.8,0.7,True,64
K Nearest Neighbors,KMeans,0.44936708860759494,0.33544303797468356,0.8,0.7,True,128
K Nearest Neighbors,DBScan,0.44936708860759494,0.0759493670886076,0.8,0.7,True,128
Neural Network,KMeans,0.3966244725738397,0.3544303797468354,0.8,0.7,True,128
Neural Network,DBScan,0.3966244725738397,0.26582278481012656,0.8,0.7,True,128
Random Forest,KMeans,0.5738396624472574,0.38396624472573837,0.8,0.7,True,128
Random Forest,DBScan,0.5738396624472574,0.10759493670886076,0.8,0.7,True,128
Kernel SVM (linear),KMeans,0.44936708860759494,0.36075949367088606,0.8,0.7,True,128
Kernel SVM (linear),DBScan,0.44936708860759494,0.24472573839662448,0.8,0.7,True,128
Kernel SVM (poly),KMeans,0.4240506329113924,0.37763713080168776,0.8,0.7,True,128
Kernel SVM (poly),DBScan,0.4240506329113924,0.29324894514767935,0.8,0.7,True,128
