Classification,Clustering,Classifier_Accuracy,Clustering_Accuracy,constant_threshold,correlation_threshold,resampling,feature_selection_k
Kernel SVM (sigmoid),KMeans,0.48101265822784817,0.32700421940928265,0.8,0.9,False,16
Kernel SVM (sigmoid),DBScan,0.48101265822784817,0.3291139240506329,0.8,0.9,False,16
K Nearest Neighbors,KMeans,0.43037974683544306,0.34810126582278483,0.8,0.9,False,32
K Nearest Neighbors,DBScan,0.43037974683544306,0.3037974683544304,0.8,0.9,False,32
Neural Network,KMeans,0.4177215189873418,0.36075949367088606,0.8,0.9,False,32
Neural Network,DBScan,0.4177215189873418,0.30801687763713076,0.8,0.9,False,32
Random Forest,KMeans,0.5421940928270043,0.3691983122362869,0.8,0.9,False,32
Random Forest,DBScan,0.5421940928270043,0.25738396624472576,0.8,0.9,False,32
Kernel SVM (linear),KMeans,0.48523206751054854,0.34810126582278483,0.8,0.9,False,32
Kernel SVM (linear),DBScan,0.48523206751054854,0.2257383966244726,0.8,0.9,False,32
Kernel SVM (poly),KMeans,0.5021097046413502,0.379746835443038,0.8,0.9,False,32
Kernel SVM (poly),DBScan,0.5021097046413502,0.24050632911392408,0.8,0.9,False,32
Kernel SVM (rbf),KMeans,0.559071729957806,0.3881856540084388,0.8,0.9,False,32
Kernel SVM (rbf),DBScan,0.559071729957806,0.27004219409282704,0.8,0.9,False,32
Kernel SVM (sigmoid),KMeans,0.49367088607594933,0.34177215189873417,0.8,0.9,False,32
Kernel SVM (sigmoid),DBScan,0.49367088607594933,0.229957805907173,0.8,0.9,False,32
K Nearest Neighbors,KMeans,0.45569620253164556,0.3628691983122363,0.8,0.9,False,64
K Nearest Neighbors,DBScan,0.45569620253164556,0.25949367088607594,0.8,0.9,False,64
Neural Network,KMeans,0.39873417721518983,0.35864978902953587,0.8,0.9,False,64
Neural Network,DBScan,0.39873417721518983,0.27637130801687765,0.8,0.9,False,64
Random Forest,KMeans,0.5886075949367089,0.4050632911392405,0.8,0.9,False,64
Random Forest,DBScan,0.5886075949367089,0.2109704641350211,0.8,0.9,False,64
Kernel SVM (linear),KMeans,0.49789029535864976,0.37341772151898733,0.8,0.9,False,64
Kernel SVM (linear),DBScan,0.49789029535864976,0.2088607594936709,0.8,0.9,False,64
Kernel SVM (poly),KMeans,0.4451476793248945,0.3375527426160338,0.8,0.9,False,64
Kernel SVM (poly),DBScan,0.4451476793248945,0.19198312236286919,0.8,0.9,False,64
Kernel SVM (rbf),KMeans,0.5780590717299577,0.4071729957805907,0.8,0.9,False,64
Kernel SVM (rbf),DBScan,0.5780590717299577,0.21518987341772153,0.8,0.9,False,64
Kernel SVM (sigmoid),KMeans,0.4873417721518987,0.3544303797468354,0.8,0.9,False,64
Kernel SVM (sigmoid),DBScan,0.4873417721518987,0.21518987341772153,0.8,0.9,False,64
K Nearest Neighbors,KMeans,0.4746835443037975,0.4029535864978903,0.8,0.9,False,128
K Nearest Neighbors,DBScan,0.4746835443037975,0.25949367088607594,0.8,0.9,False,128
Neural Network,KMeans,0.44936708860759494,0.3839662447257384,0.8,0.9,False,128
Neural Network,DBScan,0.44936708860759494,0.2911392405063291,0.8,0.9,False,128
Random Forest,KMeans,0.569620253164557,0.3966244725738397,0.8,0.9,False,128
Random Forest,DBScan,0.569620253164557,0.1877637130801688,0.8,0.9,False,128
Kernel SVM (linear),KMeans,0.5042194092827005,0.3881856540084388,0.8,0.9,False,128
Kernel SVM (linear),DBScan,0.5042194092827005,0.229957805907173,0.8,0.9,False,128
Kernel SVM (poly),KMeans,0.40506329113924044,0.3164556962025316,0.8,0.9,False,128
Kernel SVM (poly),DBScan,0.40506329113924044,0.1772151898734177,0.8,0.9,False,128
Kernel SVM (rbf),KMeans,0.5717299578059072,0.4029535864978903,0.8,0.9,False,128
Kernel SVM (rbf),DBScan,0.5717299578059072,0.20253164556962025,0.8,0.9,False,128
Kernel SVM (sigmoid),KMeans,0.44936708860759494,0.33544303797468356,0.8,0.9,False,128
Kernel SVM (sigmoid),DBScan,0.44936708860759494,0.19831223628691985,0.8,0.9,False,128
K Nearest Neighbors,KMeans,0.48101265822784817,0.39029535864978904,0.8,0.9,False,256
K Nearest Neighbors,DBScan,0.48101265822784817,0.26582278481012656,0.8,0.9,False,256
Neural Network,KMeans,0.44725738396624476,0.39029535864978904,0.8,0.9,False,256
Neural Network,DBScan,0.44725738396624476,0.26371308016877637,0.8,0.9,False,256
Random Forest,KMeans,0.5886075949367089,0.4219409282700422,0.8,0.9,False,256
Random Forest,DBScan,0.5886075949367089,0.19831223628691985,0.8,0.9,False,256
Kernel SVM (linear),KMeans,0.5295358649789029,0.40928270042194087,0.8,0.9,False,256
Kernel SVM (linear),DBScan,0.5295358649789029,0.21729957805907174,0.8,0.9,False,256
Kernel SVM (poly),KMeans,0.4535864978902953,0.3333333333333333,0.8,0.9,False,256
Kernel SVM (poly),DBScan,0.4535864978902953,0.17932489451476794,0.8,0.9,False,256
Kernel SVM (rbf),KMeans,0.5675105485232068,0.4282700421940928,0.8,0.9,False,256
Kernel SVM (rbf),DBScan,0.5675105485232068,0.2046413502109705,0.8,0.9,False,256
Kernel SVM (sigmoid),KMeans,0.5232067510548523,0.36497890295358654,0.8,0.9,False,256
Kernel SVM (sigmoid),DBScan,0.5232067510548523,0.17510548523206748,0.8,0.9,False,256
K Nearest Neighbors,KMeans,0.44936708860759494,0.3544303797468354,0.8,1.0,True,16
K Nearest Neighbors,DBScan,0.44936708860759494,0.310126582278481,0.8,1.0,True,16
Neural Network,KMeans,0.3691983122362869,0.34388185654008435,0.8,1.0,True,16
Neural Network,DBScan,0.3691983122362869,0.33544303797468356,0.8,1.0,True,16
Random Forest,KMeans,0.5084388185654007,0.3881856540084388,0.8,1.0,True,16
Random Forest,DBScan,0.5084388185654007,0.34388185654008435,0.8,1.0,True,16
Kernel SVM (linear),KMeans,0.42405063291139244,0.34388185654008435,0.8,1.0,True,16
Kernel SVM (linear),DBScan,0.42405063291139244,0.3227848101265823,0.8,1.0,True,16
Kernel SVM (poly),KMeans,0.39029535864978904,0.3143459915611814,0.8,1.0,True,16
Kernel SVM (poly),DBScan,0.39029535864978904,0.27637130801687765,0.8,1.0,True,16
Kernel SVM (rbf),KMeans,0.4915611814345992,0.409282700421941,0.8,1.0,True,16
Kernel SVM (rbf),DBScan,0.4915611814345992,0.339662447257384,0.8,1.0,True,16
Kernel SVM (sigmoid),KMeans,0.4746835443037975,0.2995780590717299,0.8,1.0,True,16
Kernel SVM (sigmoid),DBScan,0.4746835443037975,0.25949367088607594,0.8,1.0,True,16
K Nearest Neighbors,KMeans,0.45569620253164556,0.3291139240506329,0.8,1.0,True,32
K Nearest Neighbors,DBScan,0.45569620253164556,0.14556962025316456,0.8,1.0,True,32
Neural Network,KMeans,0.3860759493670886,0.34810126582278483,0.8,1.0,True,32
Neural Network,DBScan,0.3860759493670886,0.29324894514767935,0.8,1.0,True,32
Random Forest,KMeans,0.518987341772152,0.3628691983122363,0.8,1.0,True,32
Random Forest,DBScan,0.518987341772152,0.21940928270042193,0.8,1.0,True,32
Kernel SVM (linear),KMeans,0.419831223628692,0.3206751054852321,0.8,1.0,True,32
Kernel SVM (linear),DBScan,0.419831223628692,0.229957805907173,0.8,1.0,True,32
Kernel SVM (poly),KMeans,0.39029535864978904,0.3143459915611814,0.8,1.0,True,32
Kernel SVM (poly),DBScan,0.39029535864978904,0.1687763713080169,0.8,1.0,True,32
Kernel SVM (rbf),KMeans,0.4219409282700422,0.35864978902953587,0.8,1.0,True,32
Kernel SVM (rbf),DBScan,0.4219409282700422,0.3037974683544304,0.8,1.0,True,32
Kernel SVM (sigmoid),KMeans,0.39029535864978904,0.2869198312236287,0.8,1.0,True,32
Kernel SVM (sigmoid),DBScan,0.39029535864978904,0.14556962025316456,0.8,1.0,True,32
K Nearest Neighbors,KMeans,0.4177215189873418,0.2911392405063291,0.8,1.0,True,64
K Nearest Neighbors,DBScan,0.4177215189873418,0.10126582278481013,0.8,1.0,True,64
Neural Network,KMeans,0.39873417721518994,0.3628691983122363,0.8,1.0,True,64
Neural Network,DBScan,0.39873417721518994,0.2890295358649789,0.8,1.0,True,64
Random Forest,KMeans,0.5443037974683544,0.3628691983122363,0.8,1.0,True,64
Random Forest,DBScan,0.5443037974683544,0.1708860759493671,0.8,1.0,True,64
Kernel SVM (linear),KMeans,0.39029535864978904,0.3333333333333333,0.8,1.0,True,64
Kernel SVM (linear),DBScan,0.39029535864978904,0.2510548523206751,0.8,1.0,True,64
Kernel SVM (poly),KMeans,0.350210970464135,0.2869198312236287,0.8,1.0,True,64
Kernel SVM (poly),DBScan,0.350210970464135,0.19831223628691985,0.8,1.0,True,64
Kernel SVM (rbf),KMeans,0.5084388185654009,0.4050632911392405,0.8,1.0,True,64
Kernel SVM (rbf),DBScan,0.5084388185654009,0.2827004219409283,0.8,1.0,True,64
Kernel SVM (sigmoid),KMeans,0.419831223628692,0.32489451476793246,0.8,1.0,True,64
Kernel SVM (sigmoid),DBScan,0.419831223628692,0.1729957805907173,0.8,1.0,True,64
K Nearest Neighbors,KMeans,0.39873417721518994,0.2721518987341772,0.8,1.0,True,128
K Nearest Neighbors,DBScan,0.39873417721518994,0.0759493670886076,0.8,1.0,True,128
Neural Network,KMeans,0.37974683544303794,0.3333333333333333,0.8,1.0,True,128
Neural Network,DBScan,0.37974683544303794,0.2637130801687763,0.8,1.0,True,128
Random Forest,KMeans,0.5548523206751055,0.36919831223628696,0.8,1.0,True,128
Random Forest,DBScan,0.5548523206751055,0.13080168776371306,0.8,1.0,True,128
Kernel SVM (linear),KMeans,0.46835443037974683,0.40717299578059074,0.8,1.0,True,128
Kernel SVM (linear),DBScan,0.46835443037974683,0.310126582278481,0.8,1.0,True,128
Kernel SVM (poly),KMeans,0.4219409282700422,0.35654008438818563,0.8,1.0,True,128
Kernel SVM (poly),DBScan,0.4219409282700422,0.2679324894514768,0.8,1.0,True,128
Kernel SVM (rbf),KMeans,0.350210970464135,0.33122362869198313,0.8,1.0,True,128
Kernel SVM (rbf),DBScan,0.350210970464135,0.2911392405063291,0.8,1.0,True,128
Kernel SVM (sigmoid),KMeans,0.419831223628692,0.3227848101265823,0.8,1.0,True,128
Kernel SVM (sigmoid),DBScan,0.419831223628692,0.16455696202531644,0.8,1.0,True,128
K Nearest Neighbors,KMeans,0.39873417721518994,0.26371308016877637,0.8,1.0,True,256
K Nearest Neighbors,DBScan,0.39873417721518994,0.06962025316455696,0.8,1.0,True,256
Neural Network,KMeans,0.3691983122362869,0.3291139240506329,0.8,1.0,True,256
Neural Network,DBScan,0.3691983122362869,0.26371308016877637,0.8,1.0,True,256
Random Forest,KMeans,0.5506329113924051,0.3523206751054852,0.8,1.0,True,256
Random Forest,DBScan,0.5506329113924051,0.11814345991561181,0.8,1.0,True,256
Kernel SVM (linear),KMeans,0.49367088607594933,0.41561181434599154,0.8,1.0,True,256
Kernel SVM (linear),DBScan,0.49367088607594933,0.2911392405063291,0.8,1.0,True,256
Kernel SVM (poly),KMeans,0.39873417721518994,0.34810126582278483,0.8,1.0,True,256
Kernel SVM (poly),DBScan,0.39873417721518994,0.2679324894514768,0.8,1.0,True,256
Kernel SVM (rbf),KMeans,0.3523206751054852,0.3333333333333333,0.8,1.0,True,256
Kernel SVM (rbf),DBScan,0.3523206751054852,0.29324894514767935,0.8,1.0,True,256
Kernel SVM (sigmoid),KMeans,0.35232067510548526,0.2805907172995781,0.8,1.0,True,256
Kernel SVM (sigmoid),DBScan,0.35232067510548526,0.1350210970464135,0.8,1.0,True,256
K Nearest Neighbors,KMeans,0.48101265822784817,0.39029535864978904,0.8,1.0,False,16
K Nearest Neighbors,DBScan,0.48101265822784817,0.34810126582278483,0.8,1.0,False,16
Neural Network,KMeans,0.4050632911392405,0.3670886075949367,0.8,1.0,False,16
Neural Network,DBScan,0.4050632911392405,0.3544303797468354,0.8,1.0,False,16
Random Forest,KMeans,0.5316455696202532,0.36497890295358654,0.8,1.0,False,16
Random Forest,DBScan,0.5316455696202532,0.3227848101265823,0.8,1.0,False,16
Kernel SVM (linear),KMeans,0.4578059071729958,0.33544303797468356,0.8,1.0,False,16
Kernel SVM (linear),DBScan,0.4578059071729958,0.3143459915611814,0.8,1.0,False,16
Kernel SVM (poly),KMeans,0.48523206751054854,0.37552742616033746,0.8,1.0,False,16
Kernel SVM (poly),DBScan,0.48523206751054854,0.3227848101265823,0.8,1.0,False,16
Kernel SVM (rbf),KMeans,0.5527426160337553,0.379746835443038,0.8,1.0,False,16
Kernel SVM (rbf),DBScan,0.5527426160337553,0.3417721518987342,0.8,1.0,False,16
Kernel SVM (sigmoid),KMeans,0.5084388185654009,0.36919831223628696,0.8,1.0,False,16
Kernel SVM (sigmoid),DBScan,0.5084388185654009,0.30801687763713076,0.8,1.0,False,16
K Nearest Neighbors,KMeans,0.4620253164556962,0.37763713080168776,0.8,1.0,False,32
K Nearest Neighbors,DBScan,0.4620253164556962,0.2974683544303797,0.8,1.0,False,32
Neural Network,KMeans,0.3881856540084388,0.35232067510548526,0.8,1.0,False,32
Neural Network,DBScan,0.3881856540084388,0.30168776371308015,0.8,1.0,False,32
Random Forest,KMeans,0.5443037974683544,0.3649789029535864,0.8,1.0,False,32
Random Forest,DBScan,0.5443037974683544,0.2573839662447257,0.8,1.0,False,32
Kernel SVM (linear),KMeans,0.419831223628692,0.3037974683544304,0.8,1.0,False,32
Kernel SVM (linear),DBScan,0.419831223628692,0.18987341772151897,0.8,1.0,False,32
Kernel SVM (poly),KMeans,0.4789029535864979,0.3628691983122363,0.8,1.0,False,32
Kernel SVM (poly),DBScan,0.4789029535864979,0.23417721518987342,0.8,1.0,False,32
Kernel SVM (rbf),KMeans,0.5654008438818566,0.3860759493670886,0.8,1.0,False,32
Kernel SVM (rbf),DBScan,0.5654008438818566,0.27426160337552746,0.8,1.0,False,32
Kernel SVM (sigmoid),KMeans,0.4578059071729958,0.3227848101265823,0.8,1.0,False,32
Kernel SVM (sigmoid),DBScan,0.4578059071729958,0.22151898734177214,0.8,1.0,False,32
K Nearest Neighbors,KMeans,0.4430379746835443,0.3523206751054852,0.8,1.0,False,64
K Nearest Neighbors,DBScan,0.4430379746835443,0.25949367088607594,0.8,1.0,False,64
Neural Network,KMeans,0.39451476793248946,0.34810126582278483,0.8,1.0,False,64
Neural Network,DBScan,0.39451476793248946,0.2742616033755274,0.8,1.0,False,64
Random Forest,KMeans,0.5717299578059071,0.38185654008438813,0.8,1.0,False,64
Random Forest,DBScan,0.5717299578059071,0.2088607594936709,0.8,1.0,False,64
Kernel SVM (linear),KMeans,0.4915611814345991,0.3628691983122363,0.8,1.0,False,64
Kernel SVM (linear),DBScan,0.4915611814345991,0.1751054852320675,0.8,1.0,False,64
Kernel SVM (poly),KMeans,0.4367088607594936,0.34177215189873417,0.8,1.0,False,64
Kernel SVM (poly),DBScan,0.4367088607594936,0.20042194092827004,0.8,1.0,False,64
Kernel SVM (rbf),KMeans,0.580168776371308,0.409282700421941,0.8,1.0,False,64
Kernel SVM (rbf),DBScan,0.580168776371308,0.21518987341772153,0.8,1.0,False,64
Kernel SVM (sigmoid),KMeans,0.4915611814345991,0.350210970464135,0.8,1.0,False,64
Kernel SVM (sigmoid),DBScan,0.4915611814345991,0.2088607594936709,0.8,1.0,False,64
K Nearest Neighbors,KMeans,0.4367088607594936,0.3628691983122363,0.8,1.0,False,128
K Nearest Neighbors,DBScan,0.4367088607594936,0.24050632911392408,0.8,1.0,False,128
Neural Network,KMeans,0.3881856540084388,0.34388185654008435,0.8,1.0,False,128
Neural Network,DBScan,0.3881856540084388,0.2658227848101266,0.8,1.0,False,128
Random Forest,KMeans,0.5886075949367089,0.40928270042194087,0.8,1.0,False,128
Random Forest,DBScan,0.5886075949367089,0.19198312236286919,0.8,1.0,False,128
Kernel SVM (linear),KMeans,0.48101265822784817,0.350210970464135,0.8,1.0,False,128
Kernel SVM (linear),DBScan,0.48101265822784817,0.21518987341772153,0.8,1.0,False,128
Kernel SVM (poly),KMeans,0.4409282700421941,0.33544303797468356,0.8,1.0,False,128
Kernel SVM (poly),DBScan,0.4409282700421941,0.2109704641350211,0.8,1.0,False,128
Kernel SVM (rbf),KMeans,0.5738396624472574,0.419831223628692,0.8,1.0,False,128
Kernel SVM (rbf),DBScan,0.5738396624472574,0.2130801687763713,0.8,1.0,False,128
Kernel SVM (sigmoid),KMeans,0.44725738396624476,0.3227848101265823,0.8,1.0,False,128
Kernel SVM (sigmoid),DBScan,0.44725738396624476,0.18987341772151897,0.8,1.0,False,128
K Nearest Neighbors,KMeans,0.48101265822784817,0.3881856540084388,0.8,1.0,False,256
K Nearest Neighbors,DBScan,0.48101265822784817,0.25949367088607594,0.8,1.0,False,256
Neural Network,KMeans,0.3966244725738397,0.33544303797468356,0.8,1.0,False,256
Neural Network,DBScan,0.3966244725738397,0.24261603375527427,0.8,1.0,False,256
Random Forest,KMeans,0.5611814345991561,0.3924050632911393,0.8,1.0,False,256
Random Forest,DBScan,0.5611814345991561,0.18143459915611815,0.8,1.0,False,256
Kernel SVM (linear),KMeans,0.5168776371308016,0.39451476793248946,0.8,1.0,False,256
Kernel SVM (linear),DBScan,0.5168776371308016,0.21729957805907174,0.8,1.0,False,256
Kernel SVM (poly),KMeans,0.4409282700421941,0.34177215189873417,0.8,1.0,False,256
Kernel SVM (poly),DBScan,0.4409282700421941,0.19831223628691985,0.8,1.0,False,256
Kernel SVM (rbf),KMeans,0.5780590717299577,0.4367088607594937,0.8,1.0,False,256
Kernel SVM (rbf),DBScan,0.5780590717299577,0.2109704641350211,0.8,1.0,False,256
Kernel SVM (sigmoid),KMeans,0.49789029535864976,0.350210970464135,0.8,1.0,False,256
Kernel SVM (sigmoid),DBScan,0.49789029535864976,0.17932489451476794,0.8,1.0,False,256
K Nearest Neighbors,KMeans,0.3860759493670886,0.29324894514767935,0.9,0.7,True,16
K Nearest Neighbors,DBScan,0.3860759493670886,0.2468354430379747,0.9,0.7,True,16
Neural Network,KMeans,0.339662447257384,0.3206751054852321,0.9,0.7,True,16
Neural Network,DBScan,0.339662447257384,0.2869198312236287,0.9,0.7,True,16
Random Forest,KMeans,0.5189873417721519,0.3713080168776372,0.9,0.7,True,16
Random Forest,DBScan,0.5189873417721519,0.3227848101265823,0.9,0.7,True,16
Kernel SVM (linear),KMeans,0.4261603375527426,0.35654008438818563,0.9,0.7,True,16
Kernel SVM (linear),DBScan,0.4261603375527426,0.2911392405063291,0.9,0.7,True,16
Kernel SVM (poly),KMeans,0.3628691983122363,0.2995780590717299,0.9,0.7,True,16
Kernel SVM (poly),DBScan,0.3628691983122363,0.20675105485232068,0.9,0.7,True,16
Kernel SVM (rbf),KMeans,0.3691983122362869,0.3227848101265823,0.9,0.7,True,16
Kernel SVM (rbf),DBScan,0.3691983122362869,0.2869198312236287,0.9,0.7,True,16
Kernel SVM (sigmoid),KMeans,0.48312236286919835,0.3924050632911393,0.9,0.7,True,16
Kernel SVM (sigmoid),DBScan,0.48312236286919835,0.36075949367088606,0.9,0.7,True,16
K Nearest Neighbors,KMeans,0.4050632911392405,0.2995780590717299,0.9,0.7,True,32
K Nearest Neighbors,DBScan,0.4050632911392405,0.0949367088607595,0.9,0.7,True,32
Neural Network,KMeans,0.35864978902953587,0.3227848101265823,0.9,0.7,True,32
Neural Network,DBScan,0.35864978902953587,0.27215189873417717,0.9,0.7,True,32
Random Forest,KMeans,0.5337552742616033,0.36919831223628696,0.9,0.7,True,32
Random Forest,DBScan,0.5337552742616033,0.1877637130801688,0.9,0.7,True,32
Kernel SVM (linear),KMeans,0.379746835443038,0.29957805907172996,0.9,0.7,True,32
Kernel SVM (linear),DBScan,0.379746835443038,0.17932489451476794,0.9,0.7,True,32
Kernel SVM (poly),KMeans,0.3628691983122363,0.2869198312236287,0.9,0.7,True,32
Kernel SVM (poly),DBScan,0.3628691983122363,0.189873417721519,0.9,0.7,True,32
Kernel SVM (rbf),KMeans,0.3860759493670886,0.34810126582278483,0.9,0.7,True,32
Kernel SVM (rbf),DBScan,0.3860759493670886,0.2827004219409283,0.9,0.7,True,32
Kernel SVM (sigmoid),KMeans,0.4029535864978903,0.30801687763713076,0.9,0.7,True,32
Kernel SVM (sigmoid),DBScan,0.4029535864978903,0.14556962025316456,0.9,0.7,True,32
K Nearest Neighbors,KMeans,0.3860759493670886,0.25949367088607594,0.9,0.7,True,64
K Nearest Neighbors,DBScan,0.3860759493670886,0.06962025316455696,0.9,0.7,True,64
Neural Network,KMeans,0.39451476793248946,0.350210970464135,0.9,0.7,True,64
Neural Network,DBScan,0.39451476793248946,0.2742616033755274,0.9,0.7,True,64
Random Forest,KMeans,0.550632911392405,0.3924050632911393,0.9,0.7,True,64
Random Forest,DBScan,0.550632911392405,0.1329113924050633,0.9,0.7,True,64
Kernel SVM (linear),KMeans,0.4451476793248945,0.3691983122362869,0.9,0.7,True,64
Kernel SVM (linear),DBScan,0.4451476793248945,0.2468354430379747,0.9,0.7,True,64
Kernel SVM (poly),KMeans,0.41350210970464135,0.3628691983122363,0.9,0.7,True,64
Kernel SVM (poly),DBScan,0.41350210970464135,0.27426160337552746,0.9,0.7,True,64
Kernel SVM (rbf),KMeans,0.44725738396624476,0.3860759493670886,0.9,0.7,True,64
Kernel SVM (rbf),DBScan,0.44725738396624476,0.2869198312236287,0.9,0.7,True,64
Kernel SVM (sigmoid),KMeans,0.4367088607594936,0.3227848101265823,0.9,0.7,True,64
Kernel SVM (sigmoid),DBScan,0.4367088607594936,0.18143459915611815,0.9,0.7,True,64
K Nearest Neighbors,KMeans,0.4050632911392405,0.27426160337552746,0.9,0.7,True,128
K Nearest Neighbors,DBScan,0.4050632911392405,0.056962025316455694,0.9,0.7,True,128
Neural Network,KMeans,0.39873417721518994,0.350210970464135,0.9,0.7,True,128
Neural Network,DBScan,0.39873417721518994,0.270042194092827,0.9,0.7,True,128
Random Forest,KMeans,0.5675105485232067,0.3670886075949367,0.9,0.7,True,128
Random Forest,DBScan,0.5675105485232067,0.09282700421940927,0.9,0.7,True,128
Kernel SVM (linear),KMeans,0.4451476793248945,0.35654008438818563,0.9,0.7,True,128
Kernel SVM (linear),DBScan,0.4451476793248945,0.24261603375527427,0.9,0.7,True,128
Kernel SVM (poly),KMeans,0.38396624472573837,0.339662447257384,0.9,0.7,True,128
Kernel SVM (poly),DBScan,0.38396624472573837,0.27637130801687765,0.9,0.7,True,128
Kernel SVM (rbf),KMeans,0.350210970464135,0.3375527426160338,0.9,0.7,True,128
Kernel SVM (rbf),DBScan,0.350210970464135,0.3059071729957806,0.9,0.7,True,128
Kernel SVM (sigmoid),KMeans,0.4177215189873418,0.3206751054852321,0.9,0.7,True,128
Kernel SVM (sigmoid),DBScan,0.4177215189873418,0.1708860759493671,0.9,0.7,True,128
K Nearest Neighbors,KMeans,0.3924050632911393,0.2721518987341772,0.9,0.7,True,256
K Nearest Neighbors,DBScan,0.3924050632911393,0.06329113924050633,0.9,0.7,True,256
Neural Network,KMeans,0.39451476793248946,0.339662447257384,0.9,0.7,True,256
Neural Network,DBScan,0.39451476793248946,0.2552742616033755,0.9,0.7,True,256
Random Forest,KMeans,0.5654008438818565,0.3628691983122363,0.9,0.7,True,256
Random Forest,DBScan,0.5654008438818565,0.08860759493670887,0.9,0.7,True,256
Kernel SVM (linear),KMeans,0.45569620253164556,0.3713080168776371,0.9,0.7,True,256
Kernel SVM (linear),DBScan,0.45569620253164556,0.23839662447257384,0.9,0.7,True,256
Kernel SVM (poly),KMeans,0.4240506329113924,0.3713080168776371,0.9,0.7,True,256
Kernel SVM (poly),DBScan,0.4240506329113924,0.2911392405063291,0.9,0.7,True,256
Kernel SVM (rbf),KMeans,0.350210970464135,0.3333333333333333,0.9,0.7,True,256
Kernel SVM (rbf),DBScan,0.350210970464135,0.29535864978902954,0.9,0.7,True,256
Kernel SVM (sigmoid),KMeans,0.4219409282700422,0.32911392405063294,0.9,0.7,True,256
Kernel SVM (sigmoid),DBScan,0.4219409282700422,0.1940928270042194,0.9,0.7,True,256
K Nearest Neighbors,KMeans,0.46835443037974683,0.35654008438818563,0.9,0.7,False,16
K Nearest Neighbors,DBScan,0.46835443037974683,0.33544303797468356,0.9,0.7,False,16
Neural Network,KMeans,0.3924050632911393,0.35654008438818563,0.9,0.7,False,16
Neural Network,DBScan,0.3924050632911393,0.3291139240506329,0.9,0.7,False,16
Random Forest,KMeans,0.5105485232067511,0.38185654008438813,0.9,0.7,False,16
Random Forest,DBScan,0.5105485232067511,0.3417721518987342,0.9,0.7,False,16
Kernel SVM (linear),KMeans,0.4873417721518987,0.34810126582278483,0.9,0.7,False,16
Kernel SVM (linear),DBScan,0.4873417721518987,0.3164556962025316,0.9,0.7,False,16
Kernel SVM (poly),KMeans,0.45569620253164556,0.3459915611814346,0.9,0.7,False,16
Kernel SVM (poly),DBScan,0.45569620253164556,0.27637130801687765,0.9,0.7,False,16
Kernel SVM (rbf),KMeans,0.5274261603375527,0.3713080168776371,0.9,0.7,False,16
Kernel SVM (rbf),DBScan,0.5274261603375527,0.32489451476793246,0.9,0.7,False,16
Kernel SVM (sigmoid),KMeans,0.46835443037974683,0.35864978902953587,0.9,0.7,False,16
Kernel SVM (sigmoid),DBScan,0.46835443037974683,0.3227848101265823,0.9,0.7,False,16
K Nearest Neighbors,KMeans,0.48101265822784817,0.3755274261603376,0.9,0.7,False,32
K Nearest Neighbors,DBScan,0.48101265822784817,0.24050632911392408,0.9,0.7,False,32
Neural Network,KMeans,0.3966244725738397,0.3523206751054852,0.9,0.7,False,32
Neural Network,DBScan,0.3966244725738397,0.28902953586497887,0.9,0.7,False,32
Random Forest,KMeans,0.5569620253164558,0.4177215189873418,0.9,0.7,False,32
Random Forest,DBScan,0.5569620253164558,0.28902953586497887,0.9,0.7,False,32
Kernel SVM (linear),KMeans,0.46835443037974683,0.33122362869198313,0.9,0.7,False,32
Kernel SVM (linear),DBScan,0.46835443037974683,0.21308016877637134,0.9,0.7,False,32
Kernel SVM (poly),KMeans,0.4367088607594937,0.3206751054852321,0.9,0.7,False,32
Kernel SVM (poly),DBScan,0.4367088607594937,0.2109704641350211,0.9,0.7,False,32
Kernel SVM (rbf),KMeans,0.5295358649789029,0.37341772151898733,0.9,0.7,False,32
Kernel SVM (rbf),DBScan,0.5295358649789029,0.25316455696202533,0.9,0.7,False,32
Kernel SVM (sigmoid),KMeans,0.4936708860759494,0.35232067510548526,0.9,0.7,False,32
Kernel SVM (sigmoid),DBScan,0.4936708860759494,0.22784810126582278,0.9,0.7,False,32
K Nearest Neighbors,KMeans,0.4430379746835443,0.36919831223628696,0.9,0.7,False,64
K Nearest Neighbors,DBScan,0.4430379746835443,0.24050632911392408,0.9,0.7,False,64
Neural Network,KMeans,0.42405063291139244,0.38396624472573837,0.9,0.7,False,64
Neural Network,DBScan,0.42405063291139244,0.2869198312236287,0.9,0.7,False,64
Random Forest,KMeans,0.5928270042194094,0.43037974683544306,0.9,0.7,False,64
Random Forest,DBScan,0.5928270042194094,0.2088607594936709,0.9,0.7,False,64
Kernel SVM (linear),KMeans,0.4852320675105486,0.36075949367088606,0.9,0.7,False,64
Kernel SVM (linear),DBScan,0.4852320675105486,0.16244725738396623,0.9,0.7,False,64
Kernel SVM (poly),KMeans,0.48312236286919835,0.3206751054852321,0.9,0.7,False,64
Kernel SVM (poly),DBScan,0.48312236286919835,0.1582278481012658,0.9,0.7,False,64
Kernel SVM (rbf),KMeans,0.5970464135021097,0.4345991561181435,0.9,0.7,False,64
Kernel SVM (rbf),DBScan,0.5970464135021097,0.19620253164556964,0.9,0.7,False,64
Kernel SVM (sigmoid),KMeans,0.4957805907172996,0.37763713080168776,0.9,0.7,False,64
